q_id,company,ticker,date,question,answer,source_url,question_speaker,question_role,answer_speakers,answer_role,label
Q0390,Walmart Inc.,WMT,2022-08-16 08:00:00,"And it’s Kath from Sam’s. On the home and apparel, what I would say is it’s actually a multiyear story. So, it’s not clearance. It’s been the investments we have made in the quality that we have had in home, apparel and seasonal, and we are seeing better quality brands, and we have seen that resonate with our member base, and that has continued through into this year.",Also a higher income member than the profile you would see in Walmart U.S.,https://huggingface.co/datasets/Bose345/sp500_earnings_transcripts,Kath McLay,analyst,Doug McMillon,management,evasive
Q0391,Walmart Inc.,WMT,2022-08-16 08:00:00,"Hey Joe, it’s John. First, let me just say a big thank you to our supply chain team, our merchants. They have been through a lot. The environment has been extremely dynamic, and they have really just made a huge difference for the entire company. In the last couple of quarters, what’s it been like and there was the backlog of containers that really started last fall when the ports backed up. We have worked those through. In terms of container costs, they are down from where they were, but they are still higher than they were a year ago and the year ago was higher than – it’s higher than they were the year before that. So, still inflated, and those costs are flowing through. Fuel costing, as Doug said earlier, fuel has come down from its peak at the end of Q1, early Q2, but it still remains elevated. And those are real costs that are passed through and customers will see those prices at the counter and on the site. So, in general, we see better flow. We see better availability. Our availability rates in food, consumables and then our consumable portions of general merchandise are much better than they were a year ago. But I still think we have work to do to get back to where we were back in 2019, but still uneven in places. And any time in retail, that inventories back up the way they did. It does cause pressure on being able to get the right inventory at the right location in front of the customer. So, optimistic that can improve as these inventories come down, but it’s going to take a few more months to work through the backlog of the inventory that’s in the network.","Joe, I would just add from a P&L perspective and you think about the cadence of earnings from 3Q to 4Q. We started experiencing more pronounced supply chain costs in 4Q last year. So, from a cost side, that makes the comps a little bit easier and if you are thinking about operating income in the fourth quarter versus the third quarter.",https://huggingface.co/datasets/Bose345/sp500_earnings_transcripts,John Furner,analyst,Doug McMillon,management,evasive
Q0392,Walmart Inc.,WMT,2022-08-16 08:00:00,"Hey Chuck, good morning. And I think there are three factors that stand out, and you will see this in the numbers. One is there are more customers shopping in the brand than we have seen previously, including better traffic numbers. Fuel prices did come down throughout the month of July. And I think the third that’s important is school attendance levels, we think will be higher. There are very few instances of schools that are remote at this point, and there were some of those last year. So, things like backpacks and lunch boxes. And then there are other programs where some school lunches were paid for last year that this year will be funded by families and parents. So, there is a shift in all of those factors that are leading to more spending late in July and early in the third quarter. As far as how it relates to the rest of the year, again, so a lot of unknowns as we get into the rest of the year. Fuel prices are still moving, but they continue to move down, that would be a great thing. And we will have to watch the shape of the consumer and see how they are buying. But I would just reiterate what John David said earlier, we are really committed to the long-term plan and our long-term view of the business. And it’s been great to see some of the improvements in the areas on the flywheel that are adjacent to retail that will help the overall business over the long-term.","John, I would add as it relates to better-than-expected performance for 2Q. As noted, supply chain costs came in better than we expected. And in any quarter, when you close, you are going to have some puts and takes at the end of the quarter. Some may fall in your favor. Some may work against you. In the first quarter, supply chain costs came in worse than what we expected when we closed the quarter. And so when we updated our guidance at the end of last month, we had a similar expectation. It actually fell the other way in our favor. And so that contributes to the better-than-expected performance relative to our guidance at the end of last month. I would just add, when you are thinking about supply chain costs, and we are getting invoices all quarter end-to-end, a lot of the things that we were experiencing these last several quarters have been unusual, container fines and excess fuel charges and things like that. So, there was – it was a higher – an expectation of higher cost and it just came – it felt favorably.",https://huggingface.co/datasets/Bose345/sp500_earnings_transcripts,John Furner,analyst,Doug McMillon|John David Rainey,management,evasive
Q0393,Walmart Inc.,WMT,2022-08-16 08:00:00,"Hey. Thanks. Good morning. I want to ask when you move through a cycle like this with consumers trading down and between the price and you gain market share and pick up new customers, how sticky does that share end up being on the other side of this inflation? Might we see this bolster your long-term share position and maybe leave you guys coming out of this environment in a stronger position with the consumer? And then as a follow-up, you noted you are seeing middle end and some helpful trading into Walmart. What are you seeing from lower-income households? Are you seeing any trading down away from Walmart?","Yes. We certainly hope to hold share around the world, and I think this inflationary environment is going to last for a while. So, people are going to be value conscious, which plays to our strengths. The e-commerce experience end-to-end is a focus of ours. We want to continue to grow our pickup and delivery businesses around the world. We, of course, want to grow and maintain share of customer spend in the stores as well. Moving away, I think if any of you want to comment, you can, I think we are holding at the lower end and adding at the upper end, generally speaking.",https://huggingface.co/datasets/Bose345/sp500_earnings_transcripts,Ben Bienvenu,analyst,Doug McMillon,management,partial
Q0394,Walmart Inc.,WMT,2022-08-16 08:00:00,"Doug, I think that’s exactly right. And in relation to the first part of your question, Ben, what have we seen in previous cycles. We did see some pickup in the last cycle. That was a downturn in 2008, ‘09. But there are a few things that are different now that I think I would like to point out. And in that time period, we had our store business and a small e-commerce business. We did not have food pickup. We didn’t do delivery from stores. We didn’t deliver groceries. We did not have Walmart in-home. We didn’t have Walmart+. So, our ability to serve customers more flexibly – in a more flexible manner than what we could have 13 years, 14 years ago was pretty dramatic. So, definitely a lot of work to do to ensure that we are taking care of those customers and we are focused every week on satisfaction scores and accuracy of delivery and things like first-time pick rate, which is an indicator of did we get your entire order right at the very first time we try to deliver it. Those will all be important in terms of being able to hold on to new customers. But we definitely have a number of ways that we can serve customers today that just, quite frankly, did not exist the last time we went through a downturn.","Planning to sell some more Walmart+ memberships to help solidify those relationships, and the Paramount announcement should help us do that.",https://huggingface.co/datasets/Bose345/sp500_earnings_transcripts,John Furner,analyst,Doug McMillon,management,evasive
Q0395,Walmart Inc.,WMT,2022-08-16 08:00:00,"Yes. We are excited about the announcement, Doug. The brand Paramount has a lot of programming for kids. It has live sports. There are other movies and drama. So, it’s a wide variety of content that I think our members will enjoy. And that was, quite frankly, a member-led research. When we talk to members and ask what are the benefits they were looking for, the number one feature outside of delivery of product from both stores and e-commerce was an entertainment benefit. And there were others they talked about, but entertainment was at the top of the list, and that’s what led to the decision to add this benefit to the program.","Yes. As usual, thanks for your attention. We appreciate you focusing on our company. I will just wrap up with maybe three points. The first one is, hopefully, you are seeing in the results and hearing from us that we are making progress. We are addressing our inventory issues. We are pricing to reflect our cost structure. Secondly, more people are choosing Walmart and Sam’s Club and our brands around the world. Bodega business in Mexico, for example, is really strong. So, being able to attract more and more customers and a more diverse set of customers is a positive for us. And then third, we are continuing to change the business, execute our strategy, our e-commerce growth, our digital transformation, growing the marketplace, growing these related businesses that are unlocked by this digital transformation that’s happening in the company is something that we are focused on. Regardless of the short-term pressures, we are making progress towards the longer term. We certainly hope to put the pressures that we have had in the first half behind us as quickly as we can, claw back the operating income percentage delta that we have experienced in the first half to the extent possible, as fast as possible. But as you can see in our guidance, we acknowledge reality. The world around – around the world is feeling various pressures, most pronounced from inflation, of course. So, we think we put ourselves in a good spot to continue to make progress and value. When customers and members are focused on values is something that plays to our strengths. So, we will take full advantage of that. Thank you, all.",https://huggingface.co/datasets/Bose345/sp500_earnings_transcripts,John Furner,analyst,Doug McMillon,management,partial
Q0396,UnitedHealth Group Incorporated,UNH,2023-07-14 08:45:00,"Thanks. Hi, everybody. Maybe I appreciate the comments about what you're seeing in the care demand. Maybe on the OptumHealth side, if you guys, obviously top line continues to be very strong there. There's a little bit of margin degradation from first quarter to second quarter? How much of that relates to what you're describing around senior utilization? I know you've got a capitated component and you've got a free for service component. But I think last quarter you also said that the growth in membership would be something that would pressure margin short-term, but obviously be a long-term positive? And then there's a lot of other things in OptumHealth. Are they helping or hurting margin? Give us a little bit of flavor for what's happening underneath the aggregate number.","A.J., thanks so much for the question. So first off, let me start off, I'm super pleased with the performance of OptumHealth overall. And when you look at the growth of that business and particularly the expansion of the number of patients who we're now looking after in value based arrangements now about 4 million folks, but not just from UAC, but of course, from many other payors as well, really strong validation of the model that we've been building and you can continue to see us extend that. In terms of the margin compression during the Q really I'd say there are a couple of dynamics to that. One, is trend and you’d very much echo in the senior trend comments you've heard us make earlier in the quarter and I think is well understood. A second element of that which specifically affects OptumHealth is the behavioral growth. And I mentioned that in my prepared comments A.J., around continued strong growth in behavioral. That certainly has played its part within Q2 for OptumHealth. And then the third area is a kind of, a good news story, but with short-term implication. So that's really the growth of the membership that's coming this year. As you know, we've grown very strongly this year, actually a little ahead of our expectations. We've also brought in a very significant number of complex patients as we invest in helping those folks manage their care better, that puts a little pressure on the margin in the short run. But that's really laying super strong foundation stones, not just 4 million as we move through the year, but into ‘24, ‘25, ‘26. So those three elements, the senior trend piece, the behavioral piece, and then the effect of the strong growth is really what explains what goes on. We're going to continue to lean into that growth very assertively. A.J, thanks so much.",https://huggingface.co/datasets/Bose345/sp500_earnings_transcripts,A.J. Rice,analyst,Andrew Witty,management,direct
Q0397,UnitedHealth Group Incorporated,UNH,2023-07-14 08:45:00,"Hi. Thanks very much. Good morning. I just want to understand when I think about the guide to the upper end for the full-year MLR. How much of that is driven by this MA outpatient trend versus behavioral? And when I think about behavioral utilization, is that being driven by a particular population, or is it more broad-based? And, you know, how do I just think about behavioral as a percentage of your cost?","So Lisa, thanks so very much for that. Let me ask John to just context for you a little bit the balance between the senior and behavioral. And then maybe ask Dr. Decker to just give you a little bit of commentary around the type of consultation that we're dealing with in terms of the growth. Lisa, good morning, it's John. So in terms of your question, the majority of the guide to the upper end of the full-year is driven by what we've described in terms of the activity, the care activity we're seeing amongst the seniors in outpatient, so that's the core there. In terms of behavioral, what we've noticed in behavioral is an increase in the number of people accessing care. Andrew have this in his comments, but a very, very significant increase even just since a year ago in terms of the number of people that are looking to access care, it’s a great thing, we are planning on that continuing. We don't see why that trend slows down, so we're designing our benefits for that to continue. As you recall, I know Lisa, behavioral resides within OptumHealth, and so that's a kind of an impact that we'd see in that component. And Wyatt, maybe some other commentary?",https://huggingface.co/datasets/Bose345/sp500_earnings_transcripts,Lisa Gill,analyst,Andrew Witty|John Rex,management,direct
Q0398,UnitedHealth Group Incorporated,UNH,2023-07-14 08:45:00,"Yes, absolutely. Thank you, Lisa. So you asked about the types of consultations and care being provided within behavioral. And we're seeing across the board increasing utilization, but what's encouraging from a public health perspective is it isn't strictly young people. It's across the board. We're seeing 30, 40, 50-year old accessing behavioral healthcare for needed care for conditions like anxiety, depression, substance use disorder. And our commitment is to make sure that they have access to that care. So as you heard from Andrew earlier, we've expanded our behavioral healthcare network and we also a couple of years ago very thoughtfully launched a behavioral care provider services and we now have ambulatory services available in 37 states, and we have self-paced modules for things like anxiety and depression and we add a therapist as appropriate. So you'll see us continuing to make sure our members have access, as well as providing innovative scalable solutions for behavioral healthcare needs across the age spectrum. Thank you.","Yes, Wyatt, thank you so much. So, Lisa, I think you got it there. Overall, it’s very much around the senior trend phenomena. Within OptumHealth, that the behavioral piece plays its part we see that very much as an area where we will continue to step up and make sure that we're delivering the care in the way that Wyatt just described to you. Next question please.",https://huggingface.co/datasets/Bose345/sp500_earnings_transcripts,Wyatt Decker,analyst,Andrew Witty,management,partial
Q0399,UnitedHealth Group Incorporated,UNH,2023-07-14 08:45:00,"Hi, good morning. Thanks for the question. John, you mentioned the balance pacing of EPS in the back half of the year between 3Q and 4Q. Could you talk about your expectations for MCR, specifically between the two quarters? And how are you thinking about the trend of care activity as we head into the back half of the year given what you're seeing with respect to demand, as well as some of the supply bottlenecks that took care being delivered maybe being removed? And do those factors differ significantly between Medicare and the commercial or Medicaid lines of business? Thank you.","Nate, good morning. Thanks for the question. Yes, in terms of the balance pacing, the way I describe that is -- and MCR and how that feeds in, we'd expect the MCR to be a little bit lower in the 3Q than we saw in the 2Q, some of that seasonality, as you would fully expect. So within the contexting of balance, expect earnings to be a little bit higher marginally in 3Q than 4Q, because of that typical factor in there, and thinking of an MCR somewhere in the zone of between, kind of, what we saw in the 1Q and 2Q just by seasonality factor. Important in that is we expect the, kind of, general pacing of care activity to remain consistent. That's what we've actually been seeing here. So since we've talked about this and as we've looked at the level of care activity across the company, these elements we talked about in terms of senior outpatient care are really remaining stable at the levels we talk to. And our expectation is it continues in that level. So as you look out to the second-half of this year, our expectation, it continues at those levels that we've been seeing with the -- I mentioned a few 100 basis points above our expectations in the senior business, that continues. The only underlying factor is a little bit of seasonality that you would see occurring there. Right. Thanks so much John and thanks Nate. Next question.",https://huggingface.co/datasets/Bose345/sp500_earnings_transcripts,Nathan Rich,analyst,John Rex|Andrew Witty,management,direct
Q0400,UnitedHealth Group Incorporated,UNH,2023-07-14 08:45:00,"Thanks, good morning. My question is on commercial trend. That you mentioned it's in line with expectations. I wanted to delve a little bit deeper. I think you might have said previously that you'd priced for commercial trend to be above normal this year, so some conservatism. So does that mean that it's running above normal, but in line with your pricing at this point? If it's above normal, can you tell us how Q2 emerged versus Q4, Q1, meaning that an uptick versus -- in 2Q versus 1Q or 4Q? And then just lastly, any insight on the commercial components, is outpatient at pressure here as well? Thanks.","Yes. Justin, thanks so much for the question. I mean, so really not much to see here in all honesty, first off. Where we came into the year, we -- as you alluded to, we priced for some anticipation of unit cost inflation. We've seen some of that come through. Within that, everything is tracking very much within our expectations. So we set the year anticipating a little bit of price/cost growth, if you will. But beyond that, really nothing to note and we feel good about where we sit here. Thanks so much. Next question?",https://huggingface.co/datasets/Bose345/sp500_earnings_transcripts,Justin Lake,analyst,Andrew Witty,management,partial
Q0401,UnitedHealth Group Incorporated,UNH,2023-07-14 08:45:00,"Hi, thanks. SO good morning. Do you think any of the increased utilization you're seeing on the MA side was self-inflicted in the sense that you've really augmented benefits dramatically in the last year -- really last two years, and perhaps that's encouraged or even catalyzed, sort of, an overutilization of trends relative to historical patterns and expectations? And then how did you address the utilization trends in your benefit designs for ‘24? I know there's sensitivity about saying something on a public call, but maybe just broad changes that you'd expected?","Josh, thanks so much for the question. I'm going to ask Tim Noel to give you a little bit more commentary. But I think bottom line, I don't really think the benefits are driving this. I think this is -- when you look at the concentration of what we're seeing in terms of the outpatients, the orthopedics, in particular, those sorts of areas, it looks very much more like a kind of deferment of care. Super interesting when you look at maybe what's changed a little bit within that. We've seen a shift in the fraction of people who, once they have been essentially recommended for surgery, actually go through, and complete the procedure. Arguably, what might drive that change is, one, more supply. So actually, it's more possible to go get it done; but two, maybe a little less reticent from an individual to go into a facility in a post-COVID environment versus a COVID environment. That feels like the thing that's shifted. And maybe ask Tim to just add a little bit to that as well, Tim?",https://huggingface.co/datasets/Bose345/sp500_earnings_transcripts,Josh Raskin,analyst,Andrew Witty,management,evasive
Q0402,UnitedHealth Group Incorporated,UNH,2023-07-14 08:45:00,"Yes. Thanks, Josh. Consistent with what Andrew said, when we look at potential drivers everything from acuity to benefits added to mix of membership. Everything is really tracking very normally and in line with what we would expect. So nothing to call out there, but certainly something that we look at closely and carefully each and every year, and this year being no different. With respect to your question regarding benefits, so I think one thing to keep in mind is that the more important driver to our benefit decisions this year were the changes to the risk model. Certainly, we've been talking a lot about care patterns, but that has far less of an impact on the benefits filed and is really one of many assumptions that we make inside of our bids. But we feel very confident in our ability to provide stability to the benefits that seniors value most, things like zero co-pays for primary care visits, zero co-pays for Tier 1 drugs. Keeping zero monthly planned premiums where we had them in the past and keeping level out of pocket maximums are very important things for benefits for stability. And we are able to preserve those, so we're really happy about that. So on balance, combined with the great momentum we see in our value proposition, the great partnerships we have and confidence from the broker community, we feel really good about the benefits we filed. And also, as we talked about in our opening remarks, really confident in seeing that momentum pull through into some great growth results next year.","Tim, thanks so much. And Josh, thanks very much for the question. Next questions?",https://huggingface.co/datasets/Bose345/sp500_earnings_transcripts,Tim Noel,analyst,Andrew Witty,management,evasive
Q0403,UnitedHealth Group Incorporated,UNH,2023-07-14 08:45:00,"Yes, a question on the commercial side of the business. Can you talk a little bit about membership and in the fee-based business being down? And also may be related to that and your outlook going forward, in Medicaid redetermination, are you seeing any trends with respect to recapture of those sorts of members? Or anything that's driving the opportunity for either growth in membership or maybe you're seeing in-account attrition due to weakness in the economy? Thanks.","Lance, thanks so much for the question. Before I hand it to Dan Kueter, who looks after our E&I business, I just want to make a couple of kind of high-level comments. We're seeing overall a very strong performance from our commercial business this year and also setting up, it feels like very well for the ‘24 season. We've seen fantastic overall growth, as I mentioned, in terms of membership. And that's been led very much by a lot of the product innovation that the team have been putting together and into the marketplace. And we see that continuing pretty assertively as we roll into ‘24. Just with that kind of backdrop, maybe, Dan, if you could respond to Lance's specific questions, that would be great.",https://huggingface.co/datasets/Bose345/sp500_earnings_transcripts,Lance Wilkes,analyst,Andrew Witty,management,partial
Q0404,UnitedHealth Group Incorporated,UNH,2023-07-14 08:45:00,"Yes, Lance, thanks for the question. Growth is on track for the full-year. And what you see in Q2 really is represented by the contraction of one large customer in our fee-based business. Your question about attrition and redeterminations, the outcome of those, which will be some puts and takes, will probably determine where within our range we will fall. But the punch line is, we're on track to hit our range for this year. Thanks for the question, Lance.","Great. Thanks, Dan. Thanks so much, Lance, for the questions. And just to be super clear as well that client loss that Dan just referred to, we knew about that about a year ago very much within our expectations and forecast plan. It was something we were anticipating and makes no impact at all to our full-year expectation. But thanks so much for the question. And next questions, please?",https://huggingface.co/datasets/Bose345/sp500_earnings_transcripts,Dan Kueter,analyst,Andrew Witty,management,partial
Q0405,UnitedHealth Group Incorporated,UNH,2023-07-14 08:45:00,"Great, thanks. I just want to follow-up on the OptumHealth, because the margin there was obviously pressured in the quarter. And I just want to understand how the margin normalization -- how should we think about that over the next couple of years. I mean, you can -- on the MA side, you can reprice for things. It sounds like you saw it in time for your bids and costs have come in line with the way that you price. Maybe just confirm that piece first. But then since within OptumHealth, you're also relying on other providers and how they price for 2024. How are you thinking about the market? If you're below target this year? Is this something you can get back to next year or just a multi-year thing depending on how others price? Are the leverage within your control or is this kind of a longer-term normalization? Thanks.","Hey, Kevin, thanks so much for the question. So first off, as I mentioned earlier, the pressure is really coming from those three sources, the senior trend phenomenon that we talked a lot about, the very specific Optum piece around behavioral and then the growth in the book. And within that, very much to complex care patient, which, as I'm going to repeat again, is an extremely positive element of our growth going forward. That's going to be an extraordinarily important foundation stone for the future of the company. We're going to continue to lean into that growth, first and foremost. We do expect to see margins continue to strengthen, particularly as you roll through into ‘24. You're absolutely right. We believe we've caught this in our pricing for next year. But more importantly, the longer time we have to look after folks and wrap around care, we can deliver much better outcomes for them, as we talked about earlier and we can also make the economic proposition better. It really builds much more sustainable capability. So all of that will kick in, as well as we roll through subsequent quarters and years. This is going to be a continuing building pressure. I feel very good about that range we've laid out for OptumHealth over the next several years. And actually, I think if I had the choice on a slightly suppressed margin in Q2 or the very significant growth that we've taken in. I'll take the growth all day long. And I'll take that growth, because it's going to underpin years of growth going forward. Appreciate the question, Kevin. Next question?",https://huggingface.co/datasets/Bose345/sp500_earnings_transcripts,Kevin Fischbeck,analyst,Andrew Witty,management,partial
Q0406,UnitedHealth Group Incorporated,UNH,2023-07-14 08:45:00,"Hi, good morning. I just want to talk about some of the -- or ask about some of the levers and offset, because it is a little counterintuitive to hear the commentary intra-quarter about higher MLR and then seeing your largest profit segment, OptumHealth, with lower margin. So this quarter, obviously, investment income was far stronger The Street was looking for, at least versus our model G&A, was better. But I know moving into the back half, I think you believe there's more time potentially to pull some of those G&A levers. So could you just talk about investment income, G&A or what other offsets there might be in the back half? And how much of that is carrying forward into your ‘24 thinking at this point?","Yes. Very much appreciate the question. Let me ask John to make some comments to that. John? Good morning, Gary, it's John. So yes, you're right. Those investment income has frankly, been growing strongly over the past number of quarters and continues to grow. Some of that is the backdrop of the rising interest rate environment, as you know, very well. Some of that is also a result of very active management by our treasury teams in terms of deploying more and more cash balances into interest-bearing accounts and such as they've been working hard at that over the past few quarters and advancing the productivity of that cash. That's after coming off of a period of many years of a zero interest rate environment. So a lot of elements in that. In any given quarter, we can experience some gains from our -- in our investment portfolio. So that can be gained from -- anything from our regular fixed income investments to anything from our diverse venture holdings. And so those come in -- they come in at different points in time. And perhaps sometimes they're a little bit less predictable, but kind of are typically in a similar zone frankly, not outside. I don't expect those, kind of, things, I don't count on those kind of things, frankly, every quarter. That's not the thing we look at. But there are elements that we've seen over time in kind of the zones that we're experiencing even now, too. So, yes, thanks, Gary. Thanks, John. And maybe I'll ask Dirk to also comment a little bit. As you think about the G&A side of the equation going forward. Dirk maybe reflect a little bit on the work you're leading around technology and other interventions as we look to drive down our overall costs. Yes. Gary, what I would say is much of the focus -- we've really been applying a lot of artificial intelligence, machine learning and natural language processing. Long-term, we think there's great hope for those. And some of the short-term things that we're working on in those areas, like using generative AI to help more efficiently write medical appeal letters, things like optimizing our provider search and all of our digital properties with natural language processing and AI, doing a lot of work, improving our payment integrity models, using AI to detect waste, fraud, and abuse. And then a lot in the G&A world to answer basic questions in our call centers, like leveraging our benefit bots to reduce the number of calls and the labor associated with that, for simple questions like is x, y, or z disease covered or have I met my deductible. From a long range perspective, however, I'm really optimistic about our significant data sets. Our ability to take advantage of whatever new technology comes down the pipe to improve health care, I'm really excited about it. So thanks for the question. Yes, Dirk, thanks so much. And I think, Gary, overall, and I think I tried to allude at the very beginning. Obviously, when you see a movement in care activity like we saw in the quarter, it's been great to see the range of levers that we have within the organization to respond. And you've seen what we've been able to do in the very short run. And as you would expect that we have more and more of those levers as you roll through into the medium and longer-term outlooks as both John and Dirk have described both in the financial side of the company, but also critically in the core operating cost structure of the company, which we're going to continue to bear down on very, very assertively. Consequence of all of that is that even with the backdrop of some of the fluidity we've seen. We're able to continue to commit to the investment behind growth and the investment behind looking after patients, as well as we possibly can and giving people a fantastic experience, which is what we think builds super sustainable shareholder value. So that's very much the priority that we're focused on. Next question?",https://huggingface.co/datasets/Bose345/sp500_earnings_transcripts,Gary Taylor,analyst,Andrew Witty|John Rex|Andrew Witty|Dirk McMahon|Andrew Witty,management,direct
Q0407,UnitedHealth Group Incorporated,UNH,2023-07-14 08:45:00,"Yes. Good morning, guys. And thanks for taking the question. I guess, John, I want to talk a little bit more about your expectations for the senior book in ‘24. You guys kind of talked about that you expect the current elevated trend to continue and price for it when you think about the MA bids. I guess, kind of talk about like what drove, like what drives the visibility there from what you see now in ortho, like looking all the way out to ‘24. And should we think of the pricing is just kind of conservatism on UNH's part? Or like I'm kind of interested in the data that drives the visibility? Thank you","Hey George, thanks for the question. I'm actually going to ask Tim Noel, who leads the Medicare business to respond to that, Tim?",https://huggingface.co/datasets/Bose345/sp500_earnings_transcripts,George Hill,analyst,Andrew Witty,management,evasive
Q0408,UnitedHealth Group Incorporated,UNH,2023-07-14 08:45:00,"Thanks, George, for the question. So I'll start by reiterating one thing as an important point. The biggest item though shaping this year has been -- thinking was around the risk model changes. The outpatient care patterns plays a far smaller role there. But that said, having the ability to incorporate the latest data, anything we've learned recently into our Medicare Advantage bids is extremely important in each and every year especially given how we see both key revenue and medical elements firm up inside of Q2, being able to incorporate the latest thinking that we have in our bid filings is really, really important. And because of that, we've designed a bid process that is very nimble and able to accommodate late changes. This year, out of respect for a developing trend, we made the assumption that some of these early indications that we are seeing in the outpatient care patterns we have talked about would remain durable. And as we sit here today, as John has talked about, these assumptions have validated and they've also stabilized. And we feel confident that we've made the appropriate accommodations inside of our 2024 bids for all of this. Thank you.","Tim, thanks so much. Jenifer, we have time for one last question. So, let’s take the last question. Thank you.",https://huggingface.co/datasets/Bose345/sp500_earnings_transcripts,Tim Noel,analyst,Andrew Witty,management,evasive
Q0409,UnitedHealth Group Incorporated,UNH,2023-07-14 08:45:00,"Hi, all. Thanks. I was hoping maybe you could drill a little bit just into the announcement of the Amedisys acquisition. And maybe in particular, just talk about, sort of, strategy for ramping up the exposure here given the tough near-term reimbursement environment for home health? And then maybe some early thoughts around some of the integrations or synergies that you could generate from integrating Amedisys in LHCG together? Thanks.","Scott, thanks so much for the question. Well, first of all, we're obviously very pleased to have come to an agreement on the transaction with Amedisys, so we appreciate that. But as you'd expect, it's -- we're now in the very early stages of that process. It wouldn't be appropriate to talk about anything specific in that regard. If I just take it maybe a level higher, it's no secret that we are very strong believers in the value of home health and no secret that we believe that value -- home health capabilities, when combined with other activities in terms of wrapping care around patients, is a really important element of future value-based care, particularly as you speak towards complex patients, many of whom maybe struggle to get out of the home, maybe don't have quite the same kind of relationship with the clinic as you might often expect. So we do think that the general area is an important area. As I said, as far as the specifics are concerned, I think we're now -- we'll go through our -- the regular kind of process, and we'll update you as appropriate, but probably not much more to say today. Thanks so much, Scott, for the question. And thank you, everybody, for joining us this morning. We very much appreciate your time. And we hope you take away from this call our confidence in our ability to continue to perform and grow strongly, while we pursue our mission and build the foundations for continued growth in 2024 and beyond. And we are very much looking forward to sharing more on our progress with you again in October. Thanks so much for your time this morning.",https://huggingface.co/datasets/Bose345/sp500_earnings_transcripts,Scott Fidel,analyst,Andrew Witty,management,partial
Q0410,UnitedHealth Group Incorporated,UNH,2023-04-14 08:45:00,"Thanks so much. And thanks for all the comments. Maybe just because it’s been in the news as well the whole review of PBMs and some of the approaches the industry has had historically, maybe I’ll just ask you guys to remind us what your approach is relative to rebates, spread pricing and so forth. And then I know OptumRx does a lot more than a traditional PBM. Maybe give people some perspective on the breadth of OptumRx relative to some of the things that are specifically being discussed in Washington today, if possible.","Yes. A.J., thanks so much for the question. Let me make a couple of comments, and then I’m going to hand to Heather Cianfrocco, who looks after our OptumRx business. So first off, I mean, I think the entire space of pharmacy is a critical one within healthcare. It’s the most common touch point for the health system. It’s also an incredibly significant part of the system in terms of where innovation comes into the marketplace. So we’re in important set of activities which need to be delivered effectively on behalf of patients, members, consumers. Having said that, of course, it’s all about affordability and value for money. And there is a real risk, if you see situations where you have essentially monopoly holders, so let’s say, drug companies that have a monopoly over a particular product, there needs to be a counterbalance in terms of the price negotiation to make sure that those prices are effectively procured on behalf of members who otherwise would just not have that kind of ability to negotiate. That’s really the central role that the PBMs play here. There are various mechanisms in which the PBM operates. The rebate mechanism is one that historically has been used in this way. As you well know, A.J., Optum, OptumRx in particular, has led the way in terms of transparency and making sure that, for example, the overwhelming majority of rebates are passed back to the payers of those drugs, typically the plans or the employers who commission us to procure on their behalf. As we look more broadly across the whole landscape of the pharmacy marketplace, there are a few things that I think we strongly believe in and we continue to advocate for very significantly. Number one, there needs to be a counterbalance to the drug company pricing, and the only players in the market right now who are really advocating hard for reducing cost is the PBM. Number two, at Optum, we are committed to lowest net cost. And whether we get there through rebate or we get there through lower list prices, we don’t mind. We’re very happy when people cut list prices because that cuts cost. We’re very happy when we secure increased rebates because that cuts costs. So we continue to focus on that lowest net cost, and we’re super committed to transparency. We’re also committed to finding ways in which we can bring benefits directly to patients, which is why we led last year with zero cost pay for the UnitedHealthcare books of business initially for life-saving drugs. So that’s kind of the big landscape. Now there’s more detail in areas that maybe Heather could take you into, and I’ll pass to her now to give you a little bit more. Heather?",https://huggingface.co/datasets/Bose345/sp500_earnings_transcripts,A.J. Rice,analyst,Andrew Witty,management,direct
